id,text,question,options,answer,combo_key
13619,"Among small- to medium-sized marine mammals such as seals and dolphins, the longer an animal can stay submerged during a dive, the greater the depth the animal can reach. Dolphins can dive to greater depths than northern fur seals can, and elephant seals can stay submerged longer than Weddell seals can.","If the information above is accurate, then each of the following statements could be true EXCEPT:","0. ""Northern fur seals can stay submerged longer than Weddell seals can, but elephant seals can dive to greater depths than northern fur seals can."", 1. ""Northern fur seals can stay submerged longer than elephant seals can, but Weddell seals can dive to greater depths than dolphins can."", 2. ""Weddell seals can dive to greater depths than dolphins can and can stay submerged longer than northern fur seals can."", 3. ""Weddell seals can stay submerged longer than northern fur seals can, but dolphins can dive to greater depths than Weddell seals can.""",1,"Categorical Reasoning, Conjunctive Reasoning"
328,"The amount of money people have wasted on gadgets that they almost never use is surprising. For example, my brother bought an electronic ice cream maker for 100 yuan two years ago, and he has only used it three times so far. He insisted that no matter how many times he uses this ice cream machine, this investment is a good deal for him",Because?,"0. ""The price of ice cream will rise in the future"", 1. ""He bought this ice cream maker for the convenience when he needs it"", 2. ""Because of the low frequency of use , he has saved a lot of electricity"", 3. ""Due to inflation, 100 yuan today is not as much as it was two years ago""",1,"Categorical Reasoning, Conjunctive Reasoning"
11997,"Consumer advocate: Businesses are typically motivated primarily by the desire to make as great a profit as possible, and advertising helps businesses to achieve this goal. But it is clear that the motive of maximizing profits does not impel businesses to present accurate information in their advertisements. It follows that consumers should be skeptical of the claims made in advertisements.","Each of the following, if true, would strengthen the consumer advocate's argument EXCEPT:","0. ""Many consumers have a cynical attitude toward advertising."", 1. ""Those who create advertisements are less concerned with the accuracy than with the creativity of advertisements."", 2. ""The laws regulating truth in advertising are not applicable to many of the most common forms of inaccurate advertising."", 3. ""Businesses know that they can usually maximize their profits by using inaccurate information in their advertisements.""",0,"Categorical Reasoning, Conjunctive Reasoning"
11950,"Working residents of Springfield live, on average, farther from their workplaces than do working residents of Rorchester. Thus, one would expect that the demand for public transportation would be greater in Springfield than in Rorchester. However, Springfield has only half as many bus routes as Rorchester.","Each of the following, if true, contributes to a resolution of the apparent discrepancy described above EXCEPT:","0. ""Three-fourths of the Springfield workforce is employed at the same factory outside the city limits."", 1. ""Springfield has a larger population than Rorchester does."", 2. ""The average number of cars per household is higher in Springfield than in Rorchester."", 3. ""Buses in Springfield run more frequently and on longer routes than in Rorchester.""",1,"Categorical Reasoning, Conjunctive Reasoning"
11342,"Court analyst: Courts should not allow the use of DNA tests in criminal cases. There exists considerable controversy among scientific experts about how reliable these tests are. Unless there is widespread agreement in the scientific community about how reliable a certain test is, it is unreasonable for the courts to allow evidence based on that test.",The court analyst's reasoning is flawed because it fails to take into account that,"0. ""experts may agree that the tests are highly reliable while disagreeing about exactly how reliable they are"", 1. ""there are also controversies about reliability of evidence in noncriminal cases"", 2. ""the standard against which evidence in a criminal case is measured should not be absolute certainty"", 3. ""data should not be admitted as evidence in a court of law without scientific witnesses having agreed about how reliable they are""",0,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12446,"Many athletes inhale pure oxygen after exercise in an attempt to increase muscular reabsorption of oxygen. Measured continuously after exercise, however, the blood lactate levels of athletes who inhale pure oxygen are practically identical, on average, to those of athletes who breathe normal air. The lower the blood lactate level is, the higher the muscular reabsorption of oxygen is.","If the statements above are all true, they most strongly support which of the following conclusions?","0. ""The amount of oxygen reabsorbed by an athlete's muscles always remains constant."", 1. ""The inhaling of pure oxygen has no legitimate role in athletics."", 2. ""High blood lactate levels cannot be reduced."", 3. ""Athletes' muscular reabsorption of oxygen is not increased when they inhale pure oxygen instead of normal air.""",3,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
13109,"Foster: Many species of extremely large North American mammals became extinct during the last ice age, which was also the time of the first human migration to North America. These species could not survive the dramatic changes wrought by this human migration. Fisch: Those extinctions were caused by the dramatic shift to a harsher climate. The climate changed so rapidly that the species could not adapt.","Which one of the following, if true, most strengthens Fisch's argument?","0. ""Similar species living in parts of the world where there were dramatic changes in climate did not become extinct."", 1. ""The huge size of the mammals made it difficult for them to migrate the great distances to milder environments."", 2. ""Archaeological evidence reveals that the human migrants had a number of different kinds of large weapons."", 3. ""Human migration to other previously isolated areas has resulted in mammal species becoming extinct.""",1,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12344,"Fossil-fuel producers say that it would be prohibitively expensive to reduce levels of carbon dioxide emitted by the use of fossil fuels enough to halt global warming. This claim is probably false. Several years ago, the chemical industry said that finding an economical alternative to the chlorofluorocarbons (CFCs) destroying the ozone layer would be impossible. Yet once the industry was forced, by international agreements, to find substitutes for CFCs, it managed to phase them out completely well before the mandated deadline, in many cases at a profit.","Which one of the following, if true, most strengthens the argument?","0. ""There are ways of reducing carbon dioxide emissions that could halt global warming without hurting profits of fossil-fuel producers significantly more than phasing out CFCs hurt those of the chemical industry."", 1. ""The use of CFCs never contributed as greatly to the destruction of the ozone layer as the carbon dioxide emitted by the use of fossil fuels currently contributes to global warming."", 2. ""In some countries, the amount of carbon dioxide emitted by the use of fossil fuels has already been reduced without prohibitive expense, but at some cost in convenience to the users of such fuels."", 3. ""If international agreements forced fossil-fuel producers to find ways to reduce carbon dioxide emissions enough to halt global warming, the fossil-fuel producers could find substitutes for fossil fuels.""",0,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
11633,"A major network news organization experienced a drop in viewership in the week following the airing of a controversial report on the economy. The network also received a very large number of complaints regarding the report. The network, however, maintains that negative reactions to the report had nothing to do with its loss of viewers.","Which of the following, if true, most strongly supports the network's position?","0. ""Major network news organizations publicly attribute drops in viewership to their own reports only when they receive complaints about those reports."", 1. ""Most network news viewers rely on network news broadcasts as their primary source of information regarding the economy."", 2. ""The other major network news organizations reported similar reductions in viewership during the same week."", 3. ""The viewers who registered complaints with the network were regular viewers of the news organization's programs.""",2,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
13742,"Mayor: There has been a long debate in city council about how to accommodate projected increases in automobile traffic. Today, our choice is clear: either we adopt my plan to build a new expressway, or we do nothing. Doing nothing is not a viable option because our existing system of roads would be in gridlock within ten years given even a conservative estimate of future traffic levels. City council should ttherefore adopt my plan.",The reasoning in the mayor's argument is most vulnerable to which one of the following criticisms?,"0. ""It bases a projection only on conservative estimates rather than considering a wider range of estimates."", 1. ""It takes for granted that the options it considers are mutually exclusive."", 2. ""It presents a choice that is limited to two options, without giving reasons for not considering any other options."", 3. ""It fails to address the issue of the cost of traffic gridlock to the city's economy.""",2,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
898,"Zhang Ming said that if Li Ming is selected as the coach, then Wang Fang will be the team leader. Li Hong said she disagree with that.",Which of the followings best fits Li Hong's meaning?,"0. ""Choose Li Ming as the coach, but can't let Wang Fang as the team leader."", 1. ""If you choose Li Ming as the coach, you can't let Wang Fang be the team leader."", 2. ""Don't choose Li Ming as the coach, but let Wang Fang be the team leader."", 3. ""If you don't choose Li Ming as the coach, let Wang Fang be the team leader.""",0,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12001,"Though Earth' s human population is increasing, it currently uses only a relatively small fraction of the supply of fresh water. Thus, claims that water shortages will plague humankind in the near future unless population growth trends change are simply mistaken.","Which one of the following, if true, most seriously weakens the argument above?","0. ""The percentage of fresh water used for agriculture is likely to grow more quickly than is the percentage used for industry."", 1. ""Not all of Earth's population will adopt water conservation methods in the near future."", 2. ""Population growth trends are notoriously hard to predict with reasonable accuracy."", 3. ""The amount of fresh water available to meet the needs of Earth's population varies significantly from region to region.""",3,"Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
6272,"Reading is a personal life habit, which is determined by cultural literacy. Without the pursuit of knowledge or the hobby of culture, it is difficult to imagine that people can calm down and read. The habit of reading should be cultivated from an early age. Starting from the beginning, only the love and pursuit of cultural knowledge can make us accustomed to reading. The reading habits and hobbies of Chinese people cannot be solved by a youth reading festival. Therefore, reading is still based on usual habits.",Which one of the followings is the topic of the above?,"0. ""Reading habits"", 1. ""Advocate reading"", 2. ""Love reading since childhood"", 3. ""Pursue knowledge""",0,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
4392,"Robbery is an act of forcibly seizing public and private property by violence, coercion or other means on the spot for the purpose of illegal possession.",Which of the followings belongs to robbery,"0. ""Li embedded himself in Wang's house to steal. When he was found, he ran away with the stolen goods. Wang pursued him closely. Li saw an unsteaded motorcycle next to the grocery store. The owner was smoking next to the motorcycle, so he rode on the motorcycle"", 1. ""Zheng riding a motorcycle saw Tian walking with an exquisite leather bag, pulling the leather bag belt from behind and trying to grab the leather bag. Tian grabbed the leather bag belt. Seeing this scene, Zheng suddenly accelerated the motorcycle and pulled the leather bag belt hard to grab the leather bag. Tian was immediately seriously injured"", 2. ""One night, when I saw Zhao walking alone in the street, I acted maliciously, raped him, and took away his bags and other things that showed his identity"", 3. ""Lin sneaked into Hu's house to steal valuables. After being found by the owner, he fled and hid in the farmer's haystack for a night. The next day, the village head Gao passed by and found Lin's whereabouts strange. Lin thought GAO found his theft last night and attacked Gao, causing him serious injury""",1,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
1313,"When the development of the enterprise organization is slow and bad problems occur internally, the enterprise must change the management mode. When the external change has little impact, the enterprise can make small adjustments from the daily management details to adapt to the change. When small adjustments cannot adapt to changes, enterprises need to consider management change. It should be noted that adaptive adjustment and management change may not be 100% successful, but if they do not make adjustments or changes, the operation of enterprises will inevitably fail.","With regard to this paragraph, which of the following understanding is accurate?","0. ""The slow development of enterprises often indicates that there are problems in enterprise management."", 1. ""If there are bad problems within the enterprise, adaptive adjustment can be considered first."", 2. ""The unsuccessful adjustment or change of enterprise management will lead to the failure of enterprise management."", 3. ""The influence of external change is the decisive factor for enterprises to change their management mode.""",1,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
14312,"A scientific study provides evidence that crows are capable of recognizing threatening people and can even pass their concerns on to other crows. Researchers wearing rubber caveman masks trapped wild crows and then released them in the same area. Years later, people wearing the same masks near where the crows had been trapped were shrieked at and dive-bombed by crows.",The argument depends on the assumption that,"0. ""crows can distinguish between people who are wearing caveman masks and those who are not, but they cannot recognize individual human faces -17-"", 1. ""some of the crows that shrieked at and dive-bombed people wearing the masks were not among the crows that had been trapped"", 2. ""most birds of any species will regard a person as threatening if they see crows shrieking at and dive-bombing that person"", 3. ""even in places where crows have never been captured, most crows will shriek at and dive-bomb people wearing caveman masks""",1,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
10736,"Many important types of medicine have been developed from substances discovered in plants that grow only in tropical rain forests. There are thousands of plant species in these rain forests that have not yet been studied by scientists, and it is very likely that many such plants also contain substances of medicinal value. Thus, if the tropical rain forests are not preserved, important types of medicine will never be developed.",Which one of the following is an assumption required by the argument?,"0. ""Most of the tropical rain forest plants that contain substances of medicinal value can also be found growing in other types of environment."", 1. ""The tropical rain forests should be preserved to make it possible for important medicines to be developed from plant species that have not yet been studied by scientists."", 2. ""Any substance of medicinal value contained in plant species indigenous to tropical rain forests will eventually be discovered if those species are studied by scientists."", 3. ""There are substances of medicinal value contained in tropical rain forest plants not yet studied by scientists that differ from those substances already discovered in tropical rain forest plants.""",3,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
499,"Rational expectation means that if people are rational when anticipating an economic phenomenon, they will make full use of the information they get to take action without making systematic mistakes.","According to the above definition, which of the followings is rational expectation?","0. ""As soon as the provincial hospital branch was put into use, Xiao Chen opened a fruit shop nearby."", 1. ""Lao Qin learned that a policy was about to be implemented and carried out stock operation with his long-term experience in stock speculation."", 2. ""Lao Liu immediately bought a house nearby, because it was rumored that a key middle school branch would be built in the south of the city."", 3. ""Xiao Zhang learned that his college entrance examination score ranked 20th in the province and resolutely decided to apply for Tsinghua University as the first volunteer.""",1,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
6232,"If capable people are not influenced by the outside world to pursue perfect solutions to problems, but limit their exploration and find satisfactory answers, they can save a lot of energy.",Which of the following views is expressed in the above paragraph?,"0. ""Capable people should not pursue perfection."", 1. ""People should limit their exploration."", 2. ""Sometimes, the perfect solution to a problem is not necessarily the most economical."", 3. ""People don't always have to find perfect solutions to problems.""",2,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
7419,Explaining causality: It refers to explaining the causal connection among certain facts.,Which of the following is not an explaining causality?,"0. ""Xiaoqiu poured such deep feelings into her song,how could Xiaoli not hear her?"", 1. ""The development of physics has enabled people to study celestial bodies using methods such as spectroscopy and photometry."", 2. ""The reason why Xiao Wu did not achieve great achievements is because he is too proud"", 3. ""A serious illness forced Lao Zhang to leave his beloved job early""",0,"Conjunctive Reasoning, Sufficient Conditional Reasoning"
13384,"Because the statement all gray rabbits are rabbits is true, it follows by analogy that the statement all suspected criminals are criminals is also true.",The reasoning above is flawed because it fails to recognize that,"0. ""the relationship between being a gray rabbit and being a rabbit is not of the same kind as that between being a suspected criminal and being a criminal"", 1. ""not all criminals are suspected"", 2. ""the relationship between being a criminal and being a rabbit is not of the same kind as that between being suspected and being gray"", 3. ""not all rabbits are gray""",0,"Conjunctive Reasoning, Necessry Condtional Reasoning"
12338,"Television host: While it' s true that the defendant presented a strong alibi and considerable exculpatory evidence and was quickly acquitted by the jury, I still believe that there must be good reason to think that the defendant is not completely innocent in the case. Otherwise, the prosecutor would not have brought charges in the first place.",The reasoning in the television host's argument is flawed in that the argument,"0. ""presupposes as evidence the conclusion that it is trying to establish"", 1. ""confuses legal standards for guilt with moral standards for guilt"", 2. ""places undue reliance on the judgments of an authority figure"", 3. ""takes lack of evidence for a view as grounds for concluding that the view is false""",2,"Conjunctive Reasoning, Necessry Condtional Reasoning"
14824,"Theories in certain scientific fields may be in flux today, but this unsettled state must be attributed to scientific progress, not to a lack of theoretical rigor. Several decades of scientific research have recently culminated in a wealth of new discoveries in these fields, and whenever many new facts come to light in a field, the ways in which that field organizes its knowledge inevitably need adjustment.",The argument proceeds by,"0. ""showing that two alternate explanations for a situation are equally probable"", 1. ""citing a law of nature to explain a particular kind of change"", 2. ""explaining why a situation came about by referring to the intended outcome of a course of action"", 3. ""presenting the situation to be explained as part of a general pattern""",3,"Conjunctive Reasoning, Necessry Condtional Reasoning"
11035,"Formal performance evaluations in the professional world are conducted using realistic situations. Physicians are allowed to consult medical texts freely, attorneys may refer to law books and case records, and physicists and engineers have their manuals at hand for ready reference. Students, then, should likewise have access to their textbooks whenever they take examinations.",The reasoning in the argument is questionable because the argument,"0. ""neglects to take into account the fact that professionals were once students who also did not have access to textbooks during examinations"", 1. ""neglects to take into account the fact that, unlike students, professionals have devoted many years of study to one subject"", 2. ""cites examples that are insufficient to support the generalization that performance evaluations in the professional world are conducted in realistic situations"", 3. ""fails to consider the possibility that the purposes of evaluation in the professional world and in school situations are quite dissimilar""",3,"Conjunctive Reasoning, Necessry Condtional Reasoning"
12941,"Carrillo: Using the number of existing primate species, along with measures of the genetic diversify among these primates and among the extinct primate species, our statistical model strongly supports the conclusion that the first primate developed around 81. 5 million years ago. Olson: Given that the oldest primate fossils discovered so far date back only 55 million years, your estimate of how long primate species' development has gone on is sheer speculation.",The dialogue provides the most support for the claim that Carrillo and Olson disagree over whether,"0. ""primates have been around for more than 55 million years"", 1. ""fossils of the first primate species that developed have been discovered"", 2. ""Carrillo's statistical model is a reliable way of dating the first appearance of primate species"", 3. ""the available sample of primate fossils is representative of the variety of primate species that have existed""",2,"Conjunctive Reasoning, Necessry Condtional Reasoning"
4951,"There are several graduate students living in a dormitory, one of whom is from Heilongjiang, two from the north, one from Yunnan, two of them only took the philosophy of logic this semester, and three of them took classical music appreciation this semester.","Assuming that the above introduction involves all the people in this dormitory, how many people may be at least? How many people may be at most?","0. ""It may be at least 3 people, and it may be at most 8 people"", 1. ""It may be at least 5 people, and it may be at most 8 people"", 2. ""It may be at least 5 people, and it may be at most 9 people"", 3. ""It may be at least 3 people, and it may be at most 9 people""",1,"Conjunctive Reasoning, Necessry Condtional Reasoning"
10601,"The simultaneous and apparently independent development in several ancient cultures of a myth of creatures who were half human and half horse parallels the increased use of horses in these cultures. But despite the nobility and gentleness traditionally ascribed to the horse, the mythical half-horse, half-humans were frequently portrayed as violent and savage. Many human cultures use myth to express unconscious thoughts, so these mythical creatures obviously reflect people' s unconscious fear of the horse.",The reasoning in the argument is flawed because the argument,"0. ""fails to show that the mythical creature mentioned represents the horse in people's minds"", 1. ""fails to explain why people use myth for the expression of unconscious thoughts"", 2. ""confuses the expression of unconscious thoughts with the suppression of them"", 3. ""fails to demonstrate that the myth was not borrowed from one of the cultures by the others""",0,"Conjunctive Reasoning, Necessry Condtional Reasoning"
13054,"Political advertisement: Sherwood campaigns as an opponent of higher taxes. But is anybody fooled? For the last 10 years, while Sherwood served on the city council, the council consistently increased taxes year after year. Break the cycle of higher and higher taxes: reject Sherwood' s bid for reelection to city council.",The argument in the political advertisement is most vulnerable to criticism on the grounds that it,"0. ""takes for granted that a characteristic of a group as a whole is shared by an individual member of that group"", 1. ""makes a personal attack on someone who holds a certain view rather than addressing the reasonableness of that view"", 2. ""bases a crucial generalization on a very limited sample"", 3. ""mistakes something that is sufficient to bring about a result for something that is necessary to bring about that result""",0,"Conjunctive Reasoning, Necessry Condtional Reasoning"
14475,"When girls are educated in single-sex secondary schools, they tend to do better academically than girls who attend mixed-sex schools. Since Alice achieved higher grades than any other woman in her first year at the university, she was probably educated at a single-sex school.",Which one of the following most closely parallels the flawed reasoning used in the argument above?,"0. ""When children have parents who help them with their homework, they usually do well in school. Ttherefore, having help with homework is probably the cause of high academic achievement."", 1. ""When students have individual tutoring in math, they usually get good grades on their final exams. Celia had individual tutoring in math so she will probably get a good grade."", 2. ""When children practice their piano scales for half an hour each day, they usually pass their piano exams. Sally practices scales for less than half an hour each day, so she will probably fail her piano exam."", 3. ""When babies are taught to swim, they have more than the average number of ear infections as they grow up. Janice has more ear infections than any other person at the local swimming club, so she probably was taught to swim when she was a baby.""",3,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12873,"The governmental archives of a country recently freed from dictatorship contain no material incriminating the country' s most notorious dictator in certain crimes that political observers believed him to have instigated. In fact, the archives contain documents implicating others in these crimes. Ttherefore, even though this dictator was probably guilty of many other crimes, the political observers' belief that he was also guilty of these crimes is almost certainly wrong.",The argument is most vulnerable to criticism on the grounds that it,"0. ""presumes, without providing justification, that rulers should not be held responsible for unjust actions carried out by their subordinates"", 1. ""fails to consider the possibility that the political observers might have wished to make the dictator appear worse than he really was"", 2. ""fails to justify its presumption about the reliability of the archives as a source of information regarding the dictator's criminal involvement"", 3. ""fails to take into account that there might be other documents exonerating those persons that the archives did implicate""",2,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
7288,"If unit A does not break the rules, then unit B will not be praised. Unit B gets praise, or unit B's staff sun does not get praise. If the audit is no problem, Unit A did not break the rules.","If the above conditions are true, which of the following, if true, can lead to the conclusion that there is a problem with the audit?","0. ""Unit B's staff  Sun was praised."", 1. ""Unit A did not break the rules."", 2. ""Unit B break the rules."", 3. ""Unit B's staff Sun did not get praise.""",0,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12607,"Not all certified loan consultants have college degrees. Ttherefore, although every loan consultant at the local bank is certified, it must be the case that not all the loan consultants at the local bank have college degrees.",The flawed pattern of reasoning exhibited by the argument above is most similar to that exhibited by which of the following?,"0. ""Although some paintings created by great artists remain unfinished, all paintings in this museum were done by great artists. Ttherefore, some of the paintings in this museum are unfinished."", 1. ""All government agencies are large, but not all government agencies are well funded. Ttherefore, large government agencies need not be well funded."", 2. ""Although some cheeses do contain goat's milk, all cheese is delicious. Ttherefore, cheese can be delicious without containing goat milk."", 3. ""Not all teachers have good communications skills, but some teachers have good writing skills. Ttherefore, all teachers have either good communications skills or good writing skills.""",0,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
5487,"In recent years, especially in the first tier cities, the proportion of buyers who buy first-hand new houses instead of second-hand houses has fallen. Some buyers believe that this is due to the rise of first-hand new house prices. As the basis for price rise, they use data to prove that even through inflation adjustment, the purchase price paid by first-hand new house buyers is much higher than the house price a few years ago",which of the following options can best explain the lack of persuasion of the above-mentioned property buyers?,"0. ""The value of new houses purchased has fallen much faster than that of second-hand houses"", 1. ""The decline in the proportion of buyers of new houses must mean that the proportion of buyers of second-hand houses has increased"", 2. ""The relative increase in sales of second-hand houses may be explained by the decision of only a small share of all home buyers"", 3. ""Data show that the purchase price paid by second-hand house buyers is also much higher than the house price a few years ago""",3,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
14674,"The Blackridge Company, a software retailer, recently implemented a service offering free telephone support for its customers. After 3 months of service, the average length of a technical support call was 15 minutes, 3 minutes higher than the company's target length of 12 minutes. After studying the operations of the new telephone support division, the company discovered that customer support agents were putting customers on hold for an average of 4 minutes per call while these agents researched possible solutions to the technical issues at hand.","From the passage above, it can be inferred that the Blackridge Company could reduce the average length of its customer support calls by doing which of the following, assuming that each is a realistic possibility?","0. ""Providing an online support service in addition to the telephone support service"", 1. ""Expanding the hours of operation of its telephone support service"", 2. ""Improving the quality of its software products"", 3. ""Better training customer support agents in the technical aspects of the software""",3,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
13909,"According to a study concerning environmental economics, any manufacturer that offers an environmentally sound lawnmower, such as a manual push mower, will almost certainly reap a huge profit because consumers say that they want a mower that requires neither gasoline nor electricity. A spokesman for the trade association of gasoline lawnmower manufacturers asserted that this claim had little factual support.","Which of the following, if true, would best support the claim made by the spokesperson?","0. ""Most people mow their lawns less often then professionals recommend."", 1. ""More people refuse to purchase electric lawnmowers than gasoline lawnmowers."", 2. ""The last manufacturer of manual push lawnmowers just declared bankruptcy because of declining profits."", 3. ""A majority of the public believes that the price of gasoline is too high.""",2,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
11383,"When feeding, aquatic birds known as phalaropes often spin rapidly on the water' s surface, pecking for food during each revolution. To execute these spins, phalaropes kick one leg harder than the other. This action creates upwelling currents. Because plankton on which phalaropes feed typically occurs in greater quantities well below the surface, it is hypothesized that by spinning phalaropes gain access to food that would otherwise be beyond their reach.","Which of the following, if true, most strongly supports the hypothesis?","0. ""Phalaropes rarely feed while on land."", 1. ""Phalaropes do not usually spin when food is abundant at the surface."", 2. ""Phalaropes sometimes spin when they are not feeding."", 3. ""A given phalarope spins exclusively either to the right or to the left.""",1,"Categorical Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
7446,The straw effect means that the juice around the tube can be inhaled by inhaling the fruit juice in the cup with a straw. Implanting some kind of straw in a certain area can gather resources and cause obvious regional effect.,Which of the following options does not belong to the straw effect?,"0. ""The common sense of petroleum prospecting is that the standard distance between the two mining areas is 100 meters. At present, China has explored eight oil fields in the East China Sea, including the new Bajiaoting oil and gas field"", 1. ""The function of the city has shifted to the south, and property prices in Zhongcun, Nanhai Pingzhou, Sanshan and Shunde near the new railway station have all been pushed up"", 2. ""Xijiao Town integrates the resources of the industrial park in the town, and with the strong foundation of its textile industry, it has established the textile characteristics as the main direction of attack, and guided the textile enterprises to transform from extensive to centralized and carry out cluster development"", 3. ""This year, let the prosperity of the modern service industry be matched with convenient transportation, and the combination of the two will become a prosperous area where capital flows yearn for one after another""",0,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
1765,"The reason why the financial crisis has spread to the world is largely because each economy has experienced 6 to 7 years of extraordinary financial expansion, financial innovation and the unprecedented development of financial derivatives during the economic prosperity period. Under this model, the prices of various assets are constantly being irrationally pushed up. The key to the governance crisis is to return various assets that have been hyped to high prices to their reasonable price levels. A period of asset devaluation is inevitable. , This is the debt repayment for the past speeding appreciation.",Which of the following is an accurate summary of the passage?,"0. ""Proactive fiscal policy and appropriately loose monetary policy should be adopted to stimulate the economy"", 1. ""Stimulating the economy but also deflating the bubble"", 2. ""The goal of a stimulus is to get the economy moving again"", 3. ""High levels of asset prices should be maintained through government action or propaganda""",1,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
2129,"Early childhood education in the United States focuses on cultivating children's critical thinking. An important point is to distinguish between fact statements and opinion statements. Fact statements can be verified. There are true and false but not good or bad; opinions are mostly subjective. Experience, influenced by values, etc.","Which of the following is in the slogan, taking into account facts and opinions?","0. ""Gold medal chocolate, awaken your sweet memories"", 1. ""Liang brand 65-inch frameless all-glass ultra-thin TV, giving you a general view of the sea"", 2. ""The wedding wine refreshes the heart and the soul, and it is hard to give up, and the aftertaste is endless"", 3. ""The horizontally opposed engine, left and right symmetrical full-time four-wheel drive, makes a Jie brand car""",1,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
2065,"Dashan, a Canadian actor who came to China, was once stopped by traffic police when he exceeded the required speed on the outskirts of Beijing. Dashan asked, how many kilometers per hour will you be fined? The traffic police said: if you reach a speed of 80 kilometers per hour, you will have to pay a fine. Dashan said, I've only been driving for half an hour, and it's not more than 50 kilometers. The traffic policeman was stunned. Dashan argued again: well, in the remaining half an hour, I will only run 29 kilometers. You might as well follow me. If you exceed one meter, I will not only accept the punishment, but also invite you to eat Mongolian Hot Pot! When the traffic police heard this, they couldn't laugh or cry, but they didn't know how to argue with him for a moment.",Which of the following options is accurate in understanding Dashan's excuse in this paragraph?,"0. ""The speed per hour mentioned by the traffic police is measured in hours, but Dashan thinks it is a distance of one hour."", 1. ""He should not be punished for running 50 kilometers in the first half and 29 kilometers in the second half."", 2. ""He made the logical mistake of secretly changing concepts."", 3. ""He is a logical misinterpretation and there is no lack of black humor.""",3,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
6707,"The door is a symbol of secrecy and avoidance, a symbol of the quiet or sad secret struggle of the mind hiding in bliss. A house without a door is not a house, but a hallway. Wherever a man is, he can make himself at ease as long as he is behind a closed door. The mind works most effectively in a closed door. People are not horses that graze together.",Which of the following is the correct interpretation of this paragraph?,"0. ""People need to have a way to eliminate external interference in order to improve the thinking power of the brain"", 1. ""People need to have a door so that they can live freely and live on their own"", 2. ""People are not horses grazing together, it depends on the door to make some necessary avoidance"", 3. ""People have thoughts and feelings, and they need to have their own independent world""",3,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
13012,"Traditionally, the foundations of houses were made of concrete. A builder is experimenting with using a hard plastic polymer for foundations. A foundation made with the polymer is about the same price to construct and install as is concrete foundation. Unlike concrete, the polymer will block all water flow and is not prone to cracking with age. The builder argues that houses built with the polymer foundation will last longer.",Which of the following must be studied in order to evaluate the argument presented above?,"0. ""Whether consumers seeking to buy a house will trust a house with an alternate foundation."", 1. ""Whether soil acidity, to which all stone is resistant, can dissolve the polymer."", 2. ""How dry the soil in this region becomes during typical summer droughts."", 3. ""Whether repairs to polymer foundations are more expensive than repairs to concrete foundations.""",1,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
14539,"Consumer advocate: There is no doubt that the government is responsible for the increased cost of gasoline, because the government' s policies have significantly increased consumer demand for fuel, and as a result of increasing demand, the price of gasoline has risen steadily.",Which one of the following is an assumption required by the consumer advocate's argument?,"0. ""If the government pursues policies that do not increase the demand for fuel, gasoline prices tend to remain stable."", 1. ""The government has an obligation to ensure that demand for fuel does not increase excessively."", 2. ""The government can bear responsibility for that which it indirectly causes."", 3. ""Consumer demand for gasoline cannot increase without causing gasoline prices to increase.""",2,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
